ReacID,ReacName,SecretionSense,MassBalance,finalFlux,finalFluxLimit
607,EX_no2(e),1,-0.00429743545619093,0,0
608,EX_no3(e),1,-0.00327617850924305,0,0
609,EX_o2(e),0,0,0,0
610,EX_ocdca(e),1,6.44005304296292e-22,0,0
611,EX_pb(e),0,0,0,0
612,EX_pect(e),1,-1.72707437812666e-07,0,0
613,EX_phe_L(e),1,0.000205178272361462,0,0
614,EX_pi(e),1,-0.00213226689566124,0,0
615,EX_ppi(e),0,6.54973239379739e-05,0,0
616,EX_pro_L(e),1,-0.00049980395451564,0,0
617,EX_ptrc(e),1,0,0,0
618,EX_raffin(e),1,-2.66171207958078e-05,0,0
619,EX_rib_D(e),1,-0.000543349420791562,0,0
620,EX_ribflv(e),1,-4.92863871038667e-05,0,0
621,EX_salcn(e),0,0,0,0
622,EX_sbt-d(e),0,0,0,0
623,EX_ser_L(e),1,-0.00165010197863159,0,0
624,EX_sheme(e),1,-2.46431935519334e-05,0,0
625,EX_so4(e),1,-2.46431935519334e-05,0,0
626,EX_spmd(e),1,-2.46431935519334e-05,0,0
627,EX_strch1(e),1,-0.00134932760960289,0,0
628,EX_strch2(e),0,8.47256822567653e-05,0,0
629,EX_stys(e),0,0,0,0
630,EX_succ(e),1,-0.00145118719909747,0,0
631,EX_sucr(e),1,-0.000409907945518345,0,0
632,EX_sulfac(e),0,0,0,0
633,EX_taur(e),0,0,0,0
634,EX_thm(e),1,-2.46431935519334e-05,0,0
635,EX_thr_L(e),1,-0.000882374855071959,0,0
636,EX_thymd(e),1,-3.33812542759634e-05,0,0
637,EX_tre(e),1,-0.000411955066819135,0,0
638,EX_trp_L(e),1,-0.000169144360089948,0,0
639,EX_tsul(e),0,0,0,0
640,EX_ttdca(e),1,0,0,0
641,EX_tyr_L(e),1,-0.00109668103492451,0,0
642,EX_ura(e),1,0,0,0
643,EX_urea(e),0,2.46431935519334e-05,0,0
644,EX_uri(e),1,0.00239687839393811,0,0
645,EX_val_L(e),1,-0.000964769990143727,0,0
646,EX_xan(e),1,0,0,0
647,EX_xyl_D(e),1,-0.000880429913486036,0,0
648,EX_zn2(e),1,-2.46431935519334e-05,0,0
