ReacID,ReacName,SecretionSense,vmax,ks,inhibited,MassBalance,finalFlux,finalFluxLimit
472,EX_12dgr180(e),1,1,0.01,0,-0.0001290334089318,0,0
475,EX_26dap_M(e),1,1,0.01,0,-0.00101030389367797,0,0
476,EX_2obut(e),1,1,0.01,0,-0.000568434995754434,0,0
479,EX_ac(e),1,1,0.01,0,0.00618476244360402,0,0
480,EX_acald(e),1,1,0.01,0,-0.000783404684702543,0,0
481,EX_acgam(e),1,1,0.01,0,-0.0012997468450564,0,0
482,EX_ade(e),1,1,0.01,0,0.0131771643082497,0,0
483,EX_adn(e),1,1,0.01,0,-0.00415135305853104,0,0
484,EX_adpcbl(e),1,1,0.01,0,0,0,0
485,EX_ala_D(e),1,1,0.01,0,-0.00244014840397701,0,0
486,EX_ala_L(e),1,1,0.01,0,-0.00102509085084587,0,0
495,EX_arab_L(e),1,0.178783,0.01,0,-0.000556001038663338,0,0
497,EX_arg_L(e),1,0.15,0.01,0,-0.00062491696119352,0,0
498,EX_asn_L(e),1,0.225,0.01,0,-0.000781786436273434,0,0
499,EX_asp_L(e),1,0.225,0.01,0,-0.000790744900221006,0,0
501,EX_btn(e),1,1,0.01,0,0,0,0
504,EX_ca2(e),1,1,0.01,0,-2.46431935519334e-05,0,0
505,EX_cbl1(e),1,1,0.01,0,0,0,0
508,EX_cellb(e),1,0.074493,0.01,0,-0.000407769436417232,0,0
509,EX_cgly(e),1,1,0.01,0,-0.00212896484209723,0,0
510,EX_cl(e),1,1,0.01,0,-2.46431935519334e-05,0,0
512,EX_cobalt2(e),1,1,0.01,0,-2.46431935519334e-05,0,0
514,EX_csn(e),1,1,0.01,0,0,0,0
515,EX_cu2(e),1,1,0.01,0,-2.46431935519334e-05,0,0
516,EX_cys_L(e),1,1,0.01,0,-0.0028546303565621,0,0
517,EX_cytd(e),1,1,0.01,0,-0.0026593765880916,0,0
518,EX_dad_2(e),1,1,0.01,0,-0.00716924730131159,0,0
519,EX_dcyt(e),1,1,0.01,0,-7.76411293383459e-08,0,0
520,EX_ddca(e),1,1,0.01,0,1.39362873882774e-36,0,0
522,EX_dgsn(e),1,1,0.01,0,-0.00548130713115403,0,0
524,EX_drib(e),1,0.178783,0.01,0,-0.000555573621326668,0,0
527,EX_etoh(e),1,1,0.01,0,-0.0030042375895257,0,0
528,EX_fe2(e),1,1,0.01,0,-4.92863871038667e-05,0,0
529,EX_fe3(e),1,1,0.01,0,-2.46431935519334e-05,0,0
531,EX_fol(e),1,1,0.01,0,-7.39295806557999e-05,0,0
532,EX_for(e),1,1,0.01,0,0.0628282983167512,0,0
533,EX_fru(e),1,0.148986,0.01,0,-0.000779639758880202,0,0
536,EX_gal(e),1,0.148986,0.01,0,-0.00045728723458921,0,0
539,EX_gam(e),1,1,0.01,0,-0.00248184620756184,0,0
541,EX_glc(e),1,0.148986,0.01,0,-0.000785173114932639,0,0
542,EX_gln_L(e),1,0.18,0.01,0,-0.000757109942376589,0,0
543,EX_glu_L(e),1,0.18,0.01,0,-0.00109052712759494,0,0
544,EX_gly(e),1,0.45,0.01,0,-0.00136890763423227,0,0
548,EX_glyc(e),1,1.799655,0.01,0,-0.00219515812387838,0,0
549,EX_glyc3p(e),1,1,0.01,0,-0.00185415797508272,0,0
561,EX_gua(e),1,1,0.01,0,0.00539228102981565,0,0
562,EX_h(e),1,1,0.01,0,0.0784222074107537,0,0
563,EX_h2(e),1,1,0.01,0,0,0,0
564,EX_h2o(e),1,10,0.01,0,-0.0102194666659507,0,0
565,EX_h2s(e),1,1,0.01,0,0.00435649629248155,0,0
566,EX_hdca(e),1,0.396371,0.01,0,0,0,0
569,EX_his_L(e),1,0.15,0.01,0,-0.000254349714119404,0,0
570,EX_hxan(e),1,1,0.01,0,0,0,0
571,EX_ile_L(e),1,0.15,0.01,0,-0.000905386684451508,0,0
572,EX_ins(e),1,1,0.01,0,-0.00225610847536485,0,0
574,EX_k(e),1,1,0.01,0,-2.46431935519334e-05,0,0
576,EX_kestopt(e),1,0.0028211667,0.01,0,-1.80287434387643e-05,0,0
579,EX_lac_L(e),1,1,0.01,0,-0.00100346946788177,0,0
580,EX_lcts(e),1,0.074493,0.01,0,-0.000289582748286831,0,0
581,EX_leu_L(e),1,0.15,0.01,0,-0.000838442587028051,0,0
582,EX_lys_L(e),1,0.15,0.01,0,0,0,0
583,EX_malt(e),1,0.074493,0.01,0,-0.000389945652412946,0,0
586,EX_man(e),1,0.148986,0.01,0,-0.000788859099630142,0,0
589,EX_melib(e),1,0.074493,0.01,0,-0.000358211505654266,0,0
590,EX_meoh(e),1,10,0.01,0,3.367795037347e-05,0,0
592,EX_met_L(e),1,0.18,0.01,0,-5.27977593433008e-07,0,0
595,EX_metsox_S_L(e),1,1,0.01,0,0,0,0
596,EX_mg2(e),1,1,0.01,0,-2.46431935519334e-05,0,0
597,EX_mn2(e),1,1,0.01,0,-2.46431935519334e-05,0,0
598,EX_mnl(e),1,0.148986,0.01,0,0,0,0
599,EX_mobd(e),1,1,0.01,0,0,0,0
601,EX_mqn8(e),1,1,0.01,0,-4.92863871038667e-05,0,0
604,EX_na1(e),1,1,0.01,0,-1.71587767908682e-37,0,0
605,EX_nac(e),1,1,0.01,0,-4.92863871038669e-05,0,0
607,EX_no2(e),1,1,0.01,0,-0.00429743545619093,0,0
608,EX_no3(e),1,1,0.01,0,-0.00327617850924305,0,0
610,EX_ocdca(e),1,0.169283,0.01,0,6.44005304296292e-22,0,0
612,EX_pect(e),1,3.33866e-05,0.01,0,-1.72707437812666e-07,0,0
613,EX_phe_L(e),1,1,0.01,0,0.000205178272361462,0,0
614,EX_pi(e),1,1,0.01,0,-0.00213226689566124,0,0
616,EX_pro_L(e),1,0.18,0.01,0,-0.00049980395451564,0,0
617,EX_ptrc(e),1,1,0.01,0,0,0,0
618,EX_raffin(e),1,0.0047019445,0.01,0,-2.66171207958078e-05,0,0
619,EX_rib_D(e),1,0.178783,0.01,0,-0.000543349420791562,0,0
620,EX_ribflv(e),1,1,0.01,0,-4.92863871038667e-05,0,0
623,EX_ser_L(e),1,1,0.01,0,-0.00165010197863159,0,0
624,EX_sheme(e),1,1,0.01,0,-2.46431935519334e-05,0,0
625,EX_so4(e),1,1,0.01,0,-2.46431935519334e-05,0,0
626,EX_spmd(e),1,1,0.01,0,-2.46431935519334e-05,0,0
627,EX_strch1(e),1,0.257339,0.01,0,-0.00134932760960289,0,0
630,EX_succ(e),1,1,0.01,0,-0.00145118719909747,0,0
631,EX_sucr(e),1,0.074493,0.01,0,-0.000409907945518345,0,0
634,EX_thm(e),1,1,0.01,0,-2.46431935519334e-05,0,0
635,EX_thr_L(e),1,0.225,0.01,0,-0.000882374855071959,0,0
636,EX_thymd(e),1,1,0.01,0,-3.33812542759634e-05,0,0
637,EX_tre(e),1,0.074493,0.01,0,-0.000411955066819135,0,0
638,EX_trp_L(e),1,0.08182,0.01,0,-0.000169144360089948,0,0
640,EX_ttdca(e),1,0.068676,0.01,0,0,0,0
641,EX_tyr_L(e),1,1,0.01,0,-0.00109668103492451,0,0
642,EX_ura(e),1,1,0.01,0,0,0,0
644,EX_uri(e),1,1,0.01,0,0.00239687839393811,0,0
645,EX_val_L(e),1,0.18,0.01,0,-0.000964769990143727,0,0
646,EX_xan(e),1,1,0.01,0,0,0,0
647,EX_xyl_D(e),1,0.178783,0.01,0,-0.000880429913486036,0,0
648,EX_zn2(e),1,1,0.01,0,-2.46431935519334e-05,0,0
